,t_ts,tau_fb_ts_1,tau_fb_ts_2,tau_ts_1,tau_ts_2,th_d_ts_1,th_d_ts_2,th_dd_ts_1,th_dd_ts_2,th_ts_1,th_ts_2,th_ts_2_rel,th_d_ts_2_rel
90,0.89,0.0,0.0,0.0,0.0,-0.14422152102079017,-0.41147884775995336,0.34819346595426665,-0.6385214371329123,-1.6125510168243864,-1.565967252492181,0.04658376433220534,-0.2672573267391632
91,0.9,0.0,0.0,0.0,0.0,-0.1407211547854179,-0.4177212493804804,0.35181095764496645,-0.6097546118686149,-1.6139757603505305,-1.5701134926829667,0.04386226766756374,-0.2770000945950625
92,0.91,0.0,0.0,0.0,0.0,-0.13718667450924965,-0.42366990176796904,0.3550167072316721,-0.5797764894087826,-1.6153653262133387,-1.574320698236521,0.041044627976817745,-0.2864832272587194
93,0.92,0.0,0.0,0.0,0.0,-0.13362218347581614,-0.42931284253349405,0.3578136562081697,-0.5486175454253995,-1.6167193938133289,-1.5785858715946293,0.03813352221869959,-0.2956906590576779
94,0.93,0.0,0.0,0.0,0.0,-0.13003175213354268,-0.43463842478493786,0.3602054300339162,-0.5163104000916853,-1.618037683425377,-1.5829058971348033,0.03513178629057356,-0.3046066726513952
95,0.9400000000000001,0.0,0.0,0.0,0.0,-0.12641941126184414,-0.43963533845724695,0.36219633660858697,-0.4828897941966814,-1.6193199558361848,-1.5872775444321,0.032042411404084925,-0.3132159271954028
96,0.9500000000000001,0.0,0.0,0.0,0.0,-0.12278914516397058,-0.4442926313751885,0.3637913624236743,-0.44839255947007184,-1.620566011913522,-1.5916974717329524,0.028868540180569502,-0.32150348621121794
97,0.96,0.0,0.0,0.0,0.0,-0.11914488491051725,-0.44859972998894726,0.36499616625710796,-0.41285758277061446,-1.621775692107628,-1.5961622296380455,0.025613462469582515,-0.32945484507843004
98,0.97,0.0,0.0,0.0,0.0,-0.11549050165876387,-0.45254645971962215,0.3658170702951281,-0.37632576382979527,-1.6229488758854105,-1.6006682649906494,0.022280610894761077,-0.3370559580608583
99,0.98,0.0,0.0,0.0,0.0,-0.11182980007406389,-0.45612306484881965,0.36626104858652664,-0.3388399662879655,-1.6240854810983205,-1.6052119249661838,0.018873556132136704,-0.34429326477475575
100,0.99,0.0,0.0,0.0,0.0,-0.1081665118803375,-0.45932022788417187,0.3663357127577362,-0.30044496181280894,-1.6251854632850686,-1.6097894613581174,0.01539600192695123,-0.3511537160038344
101,1.0,0.0,0.0,0.0,0.0,-0.1045042895673126,-0.46212908833079525,0.36604929494273214,-0.2611873671489999,-1.6262488149106034,-1.6143970350546093,0.01185177985599406,-0.35762479876348263
102,1.01,0.0,0.0,0.0,0.0,-0.10084670028248191,-0.4645412607975135,0.3654106279091735,-0.22111557401273157,-1.627275564543064,-1.6190307206995993,0.0082448438434648,-0.3636945605150316
103,1.02,0.0,0.0,0.0,0.0,-0.09719721993578669,-0.46654885236615107,0.36442912239115516,-0.18027967181450552,-1.6282657759706929,-1.623686511531335,0.004579264439357855,-0.3693516324303644
104,1.03,0.0,0.0,0.0,0.0,-0.09355922754478363,-0.46814447915240237,0.3631147416691263,-0.13873136326738458,-1.6292195472609732,-1.6283603243906104,0.0008592228703627747,-0.37458525160761874
105,1.04,0.0,0.0,0.0,0.0,-0.08993599984749208,-0.4693212819877368,0.36147797346841937,-0.09652387301467215,-1.6301370097645362,-1.6330480048902738,-0.002910995125737559,-0.37938528214024475
106,1.05,0.0,0.0,0.0,0.0,-0.08633070620924821,-0.4700729411535295,0.35952979927903406,-0.05371184948945634,-1.6310183270666438,-1.6377453327368754,-0.006727005670231545,-0.3837422349442813
107,1.06,0.0,0.0,0.0,0.0,-0.08274640384871079,-0.47039369010112986,0.3572816612303685,-0.010351260297743813,-1.631863693889316,-1.6424480271946378,-0.010584333305321714,-0.38764728625241907
108,1.07,0.0,0.0,0.0,0.0,-0.07918603340667396,-0.4702783280948888,0.3547454266848999,0.03350071850479574,-1.6326733349474132,-1.6471517526812929,-0.0144784177338797,-0.3910922946882148
109,1.08,0.0,0.0,0.0,0.0,-0.0756524148795552,-0.4697222317192504,0.3519333507440212,0.07778581879600298,-1.6334475037622123,-1.6518521244847182,-0.018404620722505927,-0.3940698168396952
110,1.09,0.0,0.0,0.0,0.0,-0.07214824393735543,-0.46872136519584834,0.34885803688672395,0.12244480191080766,-1.634186481436225,-1.6565447145887349,-0.022358233152509843,-0.3965731212584929
111,1.1,0.0,0.0,0.0,0.0,-0.0686760886435529,-0.46727228946208593,0.3455323959871945,0.16741758471737295,-1.6348905753931922,-1.661225057595923,-0.026334482202730936,-0.39859620081853303
112,1.11,0.0,0.0,0.0,0.0,-0.06523838659181515,-0.46537216996887776,0.3419696039801128,0.2126433695955564,-1.6355601180873485,-1.6658886567348519,-0.0303285386475034,-0.4001337833770626
113,1.12,0.0,0.0,0.0,0.0,-0.06183744247162448,-0.463018783162014,0.3381830584622234,0.25806077761200563,-1.6361954656861915,-1.6705309899387304,-0.03433552425253894,-0.4011813406903895
114,1.1300000000000001,0.0,0.0,0.0,0.0,-0.058475426071942005,-0.4602105216189102,0.3341863345350534,0.3036079841390788,-1.6367969967310896,-1.67514751598217,-0.03835051925108046,-0.4017350955469682
115,1.1400000000000001,0.0,0.0,0.0,0.0,-0.05515437072891985,-0.456946397820231,0.3299931402063253,0.3492228561265863,-1.6373651107801446,-1.6797336806625034,-0.04236856988235882,-0.4017920270913111
116,1.1500000000000001,0.0,0.0,0.0,0.0,-0.051876172220449164,-0.4532260465439372,0.32561727167626464,0.39484309020700825,-1.6379002270377634,-1.6842849230119366,-0.04638469597417316,-0.40134987432348807
117,1.16,0.0,0.0,0.0,0.0,-0.04864258810704332,-0.4490497258775974,0.3210725688395465,0.44040635079695434,-1.6384027829754089,-1.688796681526735,-0.050393898551326144,-0.4004071377705541
118,1.17,0.0,0.0,0.0,0.0,-0.045455237515242816,-0.4444183168532213,0.31637287133391107,0.48585040735039836,-1.6388732329479772,-1.6932644003996375,-0.0543911674516604,-0.3989630793379785
119,1.18,0.0,0.0,0.0,0.0,-0.04231560135643618,-0.4393333217173102,0.31153197546243727,0.5311132699231156,-1.639312046810193,-1.69768353574178,-0.058371488931587175,-0.397017720360874
120,1.19,0.0,0.0,0.0,0.0,-0.03922502297075651,-0.4337968608571557,0.30656359230820557,0.5761333222224941,-1.6397197085373287,-1.7020495617805804,-0.06232985324325169,-0.39457183788639916
121,1.2,0.0,0.0,0.0,0.0,-0.036184709182587316,-0.4278116684125618,0.301481307347663,0.620849451342442,-1.640096714854433,-1.7063579770202864,-0.06626126216585337,-0.3916269592299745
122,1.21,0.0,0.0,0.0,0.0,-0.03319573175122508,-0.4213810866099955,0.29629854185266447,0.6652011734188713,-1.6404435738781047,-1.710604310352218,-0.07016073647411324,-0.3881853548587704
123,1.22,0.0,0.0,0.0,0.0,-0.03025902919744417,-0.41450905886359635,0.2910285163511044,0.7091287544868705,-1.6407608037746706,-1.7147841271021464,-0.07402332332747585,-0.3842500296661522
124,1.23,0.0,0.0,0.0,0.0,-0.027375408984124695,-0.4072001216943992,0.28568421639266645,0.7525733258750574,-1.6410489314384178,-1.7188930350027287,-0.07784410356431093,-0.37982471271027446
125,1.24,0.0,0.0,0.0,0.0,-0.024545550026768365,-0.3994593955254644,0.28027836083982777,0.7954769935350826,-1.6413084911933036,-1.722926690079462,-0.08161819888615841,-0.374913845498696
126,1.25,0.0,0.0,0.0,0.0,-0.021770005507668902,-0.3912925744162865,0.27482337287526615,0.8377829407737188,-1.6415400235213107,-1.7268808024392333,-0.08534077891792258,-0.3695225689086176
127,1.26,0.0,0.0,0.0,0.0,-0.019049205965745816,-0.3827059148048079,0.2693313538857951,0.8794355239300183,-1.6417440738203468,-1.7307511419511898,-0.08900706813084301,-0.3636567088390621
128,1.27,0.0,0.0,0.0,0.0,-0.016383462632611454,-0.3737062233295435,0.2638140603502024,0.9203803606199175,-1.6419211911942986,-1.7345335438103708,-0.09261235261607226,-0.35732276069693203
129,1.28,0.0,0.0,0.0,0.0,-0.013772970984335886,-0.3643008438076854,0.25828288382459147,0.9605644102534859,-1.6420719272775506,-1.7382239139752729,-0.09615198669772229,-0.3505278728233495
130,1.29,0.0,0.0,0.0,0.0,-0.01121781447761017,-0.3544976434475811,0.25274883408432325,0.9999360466151954,-1.6421968350959704,-1.7418182344713056,-0.0996213993753352,-0.34327982896997095
131,1.3,0.0,0.0,0.0,0.0,-0.00871796843859062,-0.34430499837564676,0.24722252544709425,1.0384451223830824,-1.6422964679660448,-1.7453125685528739,-0.10301610058682908,-0.33558702993705614
132,1.31,0.0,0.0,0.0,0.0,-0.006273304072633006,-0.33373177855859143,0.24171416626743042,1.076043025547958,-1.6423713784335359,-1.7487030657176408,-0.10633168728410491,-0.32745847448595844
133,1.32,0.0,0.0,0.0,0.0,-0.0038835925633909237,-0.32278733220179767,0.23623355155943696,1.1126827277771238,-1.642422117252707,-1.751985966567325,-0.10956384931461804,-0.31890373963840674
134,1.33,0.0,0.0,0.0,0.0,-0.0015485092303464468,-0.31148146970385393,0.23079005867241617,1.1483188248476972,-1.642449232406857,-1.7551576075101973,-0.11270837510334042,-0.3099329604735075
135,1.34,0.0,0.0,0.0,0.0,0.0007323622852503943,-0.2998244472455957,0.22539264591337346,1.1829075693513345,-1.6424532681705972,-1.7582144253012302,-0.11576115713063295,-0.3005568095308461
